video_id,author,comment,like_count,published_at,keyword,video_title,cleaning,case_folding,tokenizing,normalisasi,label
EyS4OvUyEl8,@Botoksampeu,Special is game 1 tpi skrg dua duanya 😂,0,2026-04-21T15:58:59Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,Special is game tpi skrg dua duanya,special is game tpi skrg dua duanya,"['special', 'is', 'game', 'tpi', 'skrg', 'dua', 'duanya']","['special', 'is', 'game', 'tapi', 'skrg', 'dua', 'duanya']",Non-Toxic
EyS4OvUyEl8,@RomyRafael-i3v,Epos Lux GG 😂,0,2026-04-18T04:50:07Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,Epos Lux GG,epos lux gg,"['epos', 'lux', 'gg']","['epos', 'lux', 'gg']",Non-Toxic
EyS4OvUyEl8,@AngelDesales-n3e,Chou,1,2026-04-18T02:03:59Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,Chou,chou,['chou'],['chou'],Non-Toxic
EyS4OvUyEl8,@dia__yessdia,Dolynn Baxia only? 😅,0,2026-04-18T02:03:48Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,Dolynn Baxia only,dolynn baxia only,"['dolynn', 'baxia', 'only']","['dolynn', 'baxia', 'only']",Non-Toxic
EyS4OvUyEl8,@rittwikbhakat4468,Kelia onic's trump card,1,2026-04-17T19:51:38Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,Kelia onics trump card,kelia onics trump card,"['kelia', 'onics', 'trump', 'card']","['kelia', 'onics', 'trump', 'card']",Non-Toxic
EyS4OvUyEl8,@GinToki9993,"Why I can't find this in mlbb , there is no mpl id matches until 26/4",1,2026-04-17T17:24:59Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,Why I cant find this in mlbb there is no mpl id matches until,why i cant find this in mlbb there is no mpl id matches until,"['why', 'i', 'cant', 'find', 'this', 'in', 'mlbb', 'there', 'is', 'no', 'mpl', 'id', 'matches', 'until']","['why', 'i', 'cant', 'find', 'this', 'in', 'mlbb', 'there', 'is', 'no', 'mpl', 'id', 'matches', 'until']",Non-Toxic
EyS4OvUyEl8,@Abletobeable,Its a shame on Navi,0,2026-04-17T17:23:19Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,Its a shame on Navi,its a shame on navi,"['its', 'a', 'shame', 'on', 'navi']","['its', 'a', 'shame', 'on', 'navi']",Non-Toxic
EyS4OvUyEl8,@WillofD.attebayo,No deaths unc Pheww!!,5,2026-04-17T15:03:26Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,No deaths unc Pheww,no deaths unc pheww,"['no', 'deaths', 'unc', 'pheww']","['no', 'deaths', 'unc', 'pheww']",Non-Toxic
EyS4OvUyEl8,@nanameinpatatas,1:46:12 this is my first time seeing andoryu having above 120 heart beat,3,2026-04-17T14:58:01Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,this is my first time seeing andoryu having above heart beat,this is my first time seeing andoryu having above heart beat,"['this', 'is', 'my', 'first', 'time', 'seeing', 'andoryu', 'having', 'above', 'heart', 'beat']","['this', 'is', 'my', 'first', 'time', 'seeing', 'andoryu', 'having', 'above', 'heart', 'beat']",Non-Toxic
EyS4OvUyEl8,@DeliaM696,Yve fa schifo,1,2026-04-17T14:15:06Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,Yve fa schifo,yve fa schifo,"['yve', 'fa', 'schifo']","['yve', 'fa', 'schifo']",Non-Toxic
EyS4OvUyEl8,@VKGAMINGBROBOLTE,1:46:13 lutpi's gonna flicker for style 😂,4,2026-04-17T14:14:03Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,lutpis gonna flicker for style,lutpis gonna flicker for style,"['lutpis', 'gonna', 'flicker', 'for', 'style']","['lutpis', 'gonna', 'flicker', 'for', 'style']",Non-Toxic
EyS4OvUyEl8,@babydiablo,EVOS NI BOSS,7,2026-04-17T13:13:16Z,MPL Indonesia Week 4,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 4 | English,EVOS NI BOSS,evos ni boss,"['evos', 'ni', 'boss']","['evos', 'ni', 'boss']",Non-Toxic
qcZyqobn3wc,@sandrinaalmaeera1904,"Kejadian terulang di AE vs RRQ wkwkwk, semua caster dukung AE tp kena prank guys",0,2026-05-23T15:44:24Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Kejadian terulang di AE vs RRQ wkwkwk semua caster dukung AE tp kena prank guys,kejadian terulang di ae vs rrq wkwkwk semua caster dukung ae tp kena prank guys,"['kejadian', 'terulang', 'di', 'ae', 'vs', 'rrq', 'wkwkwk', 'semua', 'caster', 'dukung', 'ae', 'tp', 'kena', 'prank', 'guys']","['kejadian', 'terulang', 'di', 'ae', 'vs', 'rrq', 'wkwkwk', 'semua', 'caster', 'dukung', 'ae', 'tapi', 'kena', 'prank', 'guys']",Non-Toxic
qcZyqobn3wc,@MuhammadAfkar-zu8ed,Sok gaya,0,2026-05-05T09:12:15Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Sok gaya,sok gaya,"['sok', 'gaya']","['sok', 'gaya']",Non-Toxic
qcZyqobn3wc,@hendrue258,Udah bubar sekarang😂,0,2026-05-03T15:37:38Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Udah bubar sekarang,udah bubar sekarang,"['udah', 'bubar', 'sekarang']","['udah', 'bubar', 'sekarang']",Non-Toxic
qcZyqobn3wc,@PutriBwx,p,0,2026-05-03T13:18:56Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,p,p,['p'],['p'],Non-Toxic
qcZyqobn3wc,@abnaaazr,hah kok ada rbl,0,2026-05-02T09:39:34Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,hah kok ada rbl,hah kok ada rbl,"['hah', 'kok', 'ada', 'rbl']","['hah', 'kok', 'ada', 'rbl']",Non-Toxic
qcZyqobn3wc,@ioskampretofficial5915,Kester penyefong onic itu wkwkwk,0,2026-04-23T07:42:26Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Kester penyefong onic itu wkwkwk,kester penyefong onic itu wkwkwk,"['kester', 'penyefong', 'onic', 'itu', 'wkwkwk']","['kester', 'penyefong', 'onic', 'itu', 'wkwkwk']",Non-Toxic
qcZyqobn3wc,@PuputCahyi,Uhuy,0,2026-04-22T00:42:46Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Uhuy,uhuy,['uhuy'],['uhuy'],Non-Toxic
qcZyqobn3wc,@hendripria6078,"Tiba"" muncul anjir",0,2026-04-20T10:17:09Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Tiba muncul anjir,tiba muncul anjir,"['tiba', 'muncul', 'anjir']","['tiba', 'muncul', 'anjir']",Toxic
qcZyqobn3wc,@AlIzhar-i5m9c,MPL ID MENDINGAN JANGAN BIKIN KONTEN LAGI DEH KONTEN LU GJ😂😂😂😂,1,2026-04-19T09:04:23Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,MPL ID MENDINGAN JANGAN BIKIN KONTEN LAGI DEH KONTEN LU GJ,mpl id mendingan jangan bikin konten lagi deh konten lu gj,"['mpl', 'id', 'mendingan', 'jangan', 'bikin', 'konten', 'lagi', 'deh', 'konten', 'lu', 'gj']","['mpl', 'id', 'mendingan', 'jangan', 'bikin', 'konten', 'lagi', 'deh', 'konten', 'lu', 'gj']",Non-Toxic
qcZyqobn3wc,@Guabotbg-hr9wr,"Yg penting Rrq jgn kasih menang, biar kingdom nangis darah 😂",0,2026-04-10T07:38:43Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Yg penting Rrq jgn kasih menang biar kingdom nangis darah,yg penting rrq jgn kasih menang biar kingdom nangis darah,"['yg', 'penting', 'rrq', 'jgn', 'kasih', 'menang', 'biar', 'kingdom', 'nangis', 'darah']","['yang', 'penting', 'rrq', 'jgn', 'kasih', 'menang', 'biar', 'kingdom', 'nangis', 'darah']",Non-Toxic
qcZyqobn3wc,@abryistabimasaktisyailendr7783,Kangen rbl partyn gw nama nya rbl,0,2026-04-06T12:44:17Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Kangen rbl partyn gw nama nya rbl,kangen rbl partyn gw nama nya rbl,"['kangen', 'rbl', 'partyn', 'gw', 'nama', 'nya', 'rbl']","['kangen', 'rbl', 'partyn', 'gue', 'nama', 'nya', 'rbl']",Non-Toxic
qcZyqobn3wc,@Haik-p6r,Halo gua dari masa depan dan rbl Udah gak ada😅,2,2026-03-29T13:08:36Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Halo gua dari masa depan dan rbl Udah gak ada,halo gua dari masa depan dan rbl udah gak ada,"['halo', 'gua', 'dari', 'masa', 'depan', 'dan', 'rbl', 'udah', 'gak', 'ada']","['halo', 'gue', 'dari', 'masa', 'depan', 'dan', 'rbl', 'udah', 'tidak', 'ada']",Non-Toxic
qcZyqobn3wc,@pendosa969,Asli mpl sekarang seru banyak hal yang tak terduga,0,2026-03-29T11:05:29Z,MPL Indonesia Week 4,Ekspektasi kalian tidak sesuai dengan realita 😝 #MPLIDS14 #WeOwnThis,Asli mpl sekarang seru banyak hal yang tak terduga,asli mpl sekarang seru banyak hal yang tak terduga,"['asli', 'mpl', 'sekarang', 'seru', 'banyak', 'hal', 'yang', 'tak', 'terduga']","['asli', 'mpl', 'sekarang', 'seru', 'banyak', 'hal', 'yang', 'tak', 'terduga']",Non-Toxic
uAWOMByL83A,@Riskaajah-t7l,Kairi ketawa aja berdemage😮😮😮,0,2026-05-16T03:06:17Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Kairi ketawa aja berdemage,kairi ketawa aja berdemage,"['kairi', 'ketawa', 'aja', 'berdemage']","['kairi', 'ketawa', 'saja', 'berdemage']",Non-Toxic
uAWOMByL83A,@afdhalnasrun3273,"Ini yg Komentator cwo bisa gasih lebih kelem lagi. Ngerti kan fungsi Komentator itu apa? Mengulas, memberikan narasi yg jelas. Bukan teriak-teriak ga jelas gitu. Kalo lu penyayi Rap sih oke-oke aja. Tapi lu salah tempat, Lu itu Komentator bukan Rapper.",0,2026-05-12T20:06:37Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Ini yg Komentator cwo bisa gasih lebih kelem lagi Ngerti kan fungsi Komentator itu apa Mengulas memberikan narasi yg jelas Bukan teriakteriak ga jelas gitu Kalo lu penyayi Rap sih okeoke aja Tapi lu salah tempat Lu itu Komentator bukan Rapper,ini yg komentator cwo bisa gasih lebih kelem lagi ngerti kan fungsi komentator itu apa mengulas memberikan narasi yg jelas bukan teriakteriak ga jelas gitu kalo lu penyayi rap sih okeoke aja tapi lu salah tempat lu itu komentator bukan rapper,"['ini', 'yg', 'komentator', 'cwo', 'bisa', 'gasih', 'lebih', 'kelem', 'lagi', 'ngerti', 'kan', 'fungsi', 'komentator', 'itu', 'apa', 'mengulas', 'memberikan', 'narasi', 'yg', 'jelas', 'bukan', 'teriakteriak', 'ga', 'jelas', 'gitu', 'kalo', 'lu', 'penyayi', 'rap', 'sih', 'okeoke', 'aja', 'tapi', 'lu', 'salah', 'tempat', 'lu', 'itu', 'komentator', 'bukan', 'rapper']","['ini', 'yang', 'komentator', 'cwo', 'bisa', 'gasih', 'lebih', 'kelem', 'lagi', 'ngerti', 'kan', 'fungsi', 'komentator', 'itu', 'apa', 'mengulas', 'memberikan', 'narasi', 'yang', 'jelas', 'bukan', 'teriakteriak', 'tidak', 'jelas', 'gitu', 'kalau', 'lu', 'penyayi', 'rap', 'sih', 'okeoke', 'saja', 'tapi', 'lu', 'salah', 'tempat', 'lu', 'itu', 'komentator', 'bukan', 'rapper']",Non-Toxic
uAWOMByL83A,@los_blancos24,"""Yailah bg mau defense bg bukan mau foto""",0,2026-05-11T04:42:20Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Yailah bg mau defense bg bukan mau foto,yailah bg mau defense bg bukan mau foto,"['yailah', 'bg', 'mau', 'defense', 'bg', 'bukan', 'mau', 'foto']","['yailah', 'bg', 'mau', 'defense', 'bg', 'bukan', 'mau', 'foto']",Non-Toxic
uAWOMByL83A,@MayafatanAbimanyu,Mau defense bang bukan mau foto 😂😂😂😂,0,2026-05-07T08:12:17Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Mau defense bang bukan mau foto,mau defense bang bukan mau foto,"['mau', 'defense', 'bang', 'bukan', 'mau', 'foto']","['mau', 'defense', 'bang', 'bukan', 'mau', 'foto']",Non-Toxic
uAWOMByL83A,@Muammar2010,43:17 kasih Freya 😂😂,0,2026-05-05T07:30:34Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,kasih Freya,kasih freya,"['kasih', 'freya']","['kasih', 'freya']",Non-Toxic
uAWOMByL83A,@CoMell-Story,Liat kiboy pake marcel ketawa Mulu ak lucu 😂,0,2026-05-03T05:02:14Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Liat kiboy pake marcel ketawa Mulu ak lucu,liat kiboy pake marcel ketawa mulu ak lucu,"['liat', 'kiboy', 'pake', 'marcel', 'ketawa', 'mulu', 'ak', 'lucu']","['liat', 'kiboy', 'pake', 'marcel', 'ketawa', 'mulu', 'ak', 'lucu']",Non-Toxic
uAWOMByL83A,@Filz_channel,Kiboyy!! Ngeri amat di ulti di sana ggg ☠️,1,2026-04-25T23:32:33Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Kiboyy Ngeri amat di ulti di sana ggg,kiboyy ngeri amat di ulti di sana ggg,"['kiboyy', 'ngeri', 'amat', 'di', 'ulti', 'di', 'sana', 'ggg']","['kiboyy', 'ngeri', 'amat', 'di', 'ulti', 'di', 'sana', 'ggg']",Non-Toxic
uAWOMByL83A,@saldiyunus9649,31:21  kelra jail wkwkwkwk,1,2026-04-24T16:39:14Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,kelra jail wkwkwkwk,kelra jail wkwkwkwk,"['kelra', 'jail', 'wkwkwkwk']","['kelra', 'jail', 'wkwkwkwk']",Non-Toxic
uAWOMByL83A,@saldiyunus9649,Pengen lihat rrq diinterviw😢,0,2026-04-24T16:10:26Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Pengen lihat rrq diinterviw,pengen lihat rrq diinterviw,"['pengen', 'lihat', 'rrq', 'diinterviw']","['pengen', 'lihat', 'rrq', 'diinterviw']",Non-Toxic
uAWOMByL83A,@RMujahidin,cantik nya bukan mAen Bude,0,2026-04-23T12:50:04Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,cantik nya bukan mAen Bude,cantik nya bukan maen bude,"['cantik', 'nya', 'bukan', 'maen', 'bude']","['cantik', 'nya', 'bukan', 'maen', 'bude']",Non-Toxic
uAWOMByL83A,@RMujahidin,lebih jago murid nya dari pada guru nya 😆😅😅,0,2026-04-23T12:48:51Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,lebih jago murid nya dari pada guru nya,lebih jago murid nya dari pada guru nya,"['lebih', 'jago', 'murid', 'nya', 'dari', 'pada', 'guru', 'nya']","['lebih', 'jago', 'murid', 'nya', 'dari', 'pada', 'guru', 'nya']",Non-Toxic
uAWOMByL83A,@RMujahidin,😅 bangga sama kelra dia jago tapi lebih jago gua di kata kelra mekanik tajam memang krlra,0,2026-04-23T12:47:34Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,bangga sama kelra dia jago tapi lebih jago gua di kata kelra mekanik tajam memang krlra,bangga sama kelra dia jago tapi lebih jago gua di kata kelra mekanik tajam memang krlra,"['bangga', 'sama', 'kelra', 'dia', 'jago', 'tapi', 'lebih', 'jago', 'gua', 'di', 'kata', 'kelra', 'mekanik', 'tajam', 'memang', 'krlra']","['bangga', 'sama', 'kelra', 'dia', 'jago', 'tapi', 'lebih', 'jago', 'gue', 'di', 'kata', 'kelra', 'mekanik', 'tajam', 'memang', 'krlra']",Non-Toxic
uAWOMByL83A,@Lanss-lv,10:49 mau nyebut RRQ komenator nya 😂😂,1,2026-04-23T12:25:57Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,mau nyebut RRQ komenator nya,mau nyebut rrq komenator nya,"['mau', 'nyebut', 'rrq', 'komenator', 'nya']","['mau', 'nyebut', 'rrq', 'komenator', 'nya']",Non-Toxic
uAWOMByL83A,@RMujahidin,uhuuuy.. baju putih cantik nya 😅😅😅,0,2026-04-23T12:20:44Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,uhuuuy baju putih cantik nya,uhuuuy baju putih cantik nya,"['uhuuuy', 'baju', 'putih', 'cantik', 'nya']","['uhuuuy', 'baju', 'putih', 'cantik', 'nya']",Non-Toxic
uAWOMByL83A,@RMujahidin,kiboy dengan lutpi tukar role kah,0,2026-04-23T12:04:09Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,kiboy dengan lutpi tukar role kah,kiboy dengan lutpi tukar role kah,"['kiboy', 'dengan', 'lutpi', 'tukar', 'role', 'kah']","['kiboy', 'dengan', 'lutpi', 'tukar', 'role', 'kah']",Non-Toxic
uAWOMByL83A,@Suparmi-v7y,Cw😂😂😂😂,0,2026-04-23T06:25:04Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Cw,cw,['cw'],['cw'],Non-Toxic
uAWOMByL83A,@wendymaria7626,Mana nih bocil samuel yg bilang pengganti kiboy,0,2026-04-22T17:49:07Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Mana nih bocil samuel yg bilang pengganti kiboy,mana nih bocil samuel yg bilang pengganti kiboy,"['mana', 'nih', 'bocil', 'samuel', 'yg', 'bilang', 'pengganti', 'kiboy']","['mana', 'nih', 'bocil', 'samuel', 'yang', 'bilang', 'pengganti', 'kiboy']",Non-Toxic
uAWOMByL83A,@KYZO998,"gameplay onic terlalu rapi , gilaa2 onic id skrang . all in onic !! from malaysia !!!",0,2026-04-22T15:21:02Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,gameplay onic terlalu rapi gilaa onic id skrang all in onic from malaysia,gameplay onic terlalu rapi gilaa onic id skrang all in onic from malaysia,"['gameplay', 'onic', 'terlalu', 'rapi', 'gilaa', 'onic', 'id', 'skrang', 'all', 'in', 'onic', 'from', 'malaysia']","['gameplay', 'onic', 'terlalu', 'rapi', 'gilaa', 'onic', 'id', 'skrang', 'all', 'in', 'onic', 'from', 'malaysia']",Non-Toxic
uAWOMByL83A,@VanShiki-g8j1b,Zhuxin jadi model😂😋,0,2026-04-22T09:59:41Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Zhuxin jadi model,zhuxin jadi model,"['zhuxin', 'jadi', 'model']","['zhuxin', 'jadi', 'model']",Non-Toxic
uAWOMByL83A,@DendiYonanda-s6p,lawan Kairi kevin lagi jadi boneka di mainin,0,2026-04-22T08:10:45Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,lawan Kairi kevin lagi jadi boneka di mainin,lawan kairi kevin lagi jadi boneka di mainin,"['lawan', 'kairi', 'kevin', 'lagi', 'jadi', 'boneka', 'di', 'mainin']","['lawan', 'kairi', 'kevin', 'lagi', 'jadi', 'boneka', 'di', 'mainin']",Non-Toxic
uAWOMByL83A,@winter-u7r,Jadi keinget momen sopertoy,1,2026-04-22T07:35:20Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Jadi keinget momen sopertoy,jadi keinget momen sopertoy,"['jadi', 'keinget', 'momen', 'sopertoy']","['jadi', 'keinget', 'momen', 'sopertoy']",Non-Toxic
uAWOMByL83A,@AdityaNughara,5:17,0,2026-04-22T06:35:06Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,,,[],[],Non-Toxic
uAWOMByL83A,@KaseSan-o1s,"19:39 moment pak pulung bikin ngakak njiiiir omongannya😂, lagi bisa bisanya kiboy taruh ULTI di situ🤣🤣",0,2026-04-22T05:35:13Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,moment pak pulung bikin ngakak njiiiir omongannya lagi bisa bisanya kiboy taruh ULTI di situ,moment pak pulung bikin ngakak njiiiir omongannya lagi bisa bisanya kiboy taruh ulti di situ,"['moment', 'pak', 'pulung', 'bikin', 'ngakak', 'njiiiir', 'omongannya', 'lagi', 'bisa', 'bisanya', 'kiboy', 'taruh', 'ulti', 'di', 'situ']","['moment', 'pak', 'pulung', 'bikin', 'ngakak', 'njiiiir', 'omongannya', 'lagi', 'bisa', 'bisanya', 'kiboy', 'taruh', 'ulti', 'di', 'situ']",Non-Toxic
uAWOMByL83A,@SipLah-g1r,Laopao,1,2026-04-21T13:31:33Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Laopao,laopao,['laopao'],['laopao'],Non-Toxic
uAWOMByL83A,@AbdulAziz-kt9sm,19:03 C.Butsss student 😢😢😢😊😊😊,5,2026-04-21T03:54:30Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,CButsss student,cbutsss student,"['cbutsss', 'student']","['cbutsss', 'student']",Non-Toxic
uAWOMByL83A,@nursafitriwd6489,Akwkwk kairi sengaja banget nda bunuh aran biar goldnya ngak nambah😂🫵🏻,1,2026-04-21T03:36:07Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Akwkwk kairi sengaja banget nda bunuh aran biar goldnya ngak nambah,akwkwk kairi sengaja banget nda bunuh aran biar goldnya ngak nambah,"['akwkwk', 'kairi', 'sengaja', 'banget', 'nda', 'bunuh', 'aran', 'biar', 'goldnya', 'ngak', 'nambah']","['akwkwk', 'kairi', 'sengaja', 'banget', 'nda', 'bunuh', 'aran', 'biar', 'goldnya', 'ngak', 'nambah']",Non-Toxic
uAWOMByL83A,@MerlyNaquila,❤❤❤❤,1,2026-04-21T00:49:57Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,,,[],[],Non-Toxic
uAWOMByL83A,@hiaenus9299,Interview onic kali ini full ngakak😂😂,1,2026-04-20T18:48:50Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Interview onic kali ini full ngakak,interview onic kali ini full ngakak,"['interview', 'onic', 'kali', 'ini', 'full', 'ngakak']","['interview', 'onic', 'kali', 'ini', 'full', 'ngakak']",Non-Toxic
uAWOMByL83A,@Nonameiam777,"19:39

Kiboy one step ahead",1,2026-04-20T17:45:18Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Kiboy one step ahead,kiboy one step ahead,"['kiboy', 'one', 'step', 'ahead']","['kiboy', 'one', 'step', 'ahead']",Non-Toxic
uAWOMByL83A,@KangUdinWahid,the real entertainment,1,2026-04-20T17:44:47Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,the real entertainment,the real entertainment,"['the', 'real', 'entertainment']","['the', 'real', 'entertainment']",Non-Toxic
uAWOMByL83A,@zeraa885,kiboy iq 100 wkwkwk,1,2026-04-20T16:17:50Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,kiboy iq wkwkwk,kiboy iq wkwkwk,"['kiboy', 'iq', 'wkwkwk']","['kiboy', 'iq', 'wkwkwk']",Non-Toxic
uAWOMByL83A,@SuhrobDavlatov-t2d,Kiboy волшебник 😅,1,2026-04-20T16:09:27Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Kiboy,kiboy,['kiboy'],['kiboy'],Non-Toxic
uAWOMByL83A,@islahramadhan1407,Josjis Lutepeng,1,2026-04-20T16:03:26Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Josjis Lutepeng,josjis lutepeng,"['josjis', 'lutepeng']","['josjis', 'lutepeng']",Non-Toxic
uAWOMByL83A,@trihadiwijaya4540,Kalo lagi war jangan muncul iklan dulu apah,1,2026-04-20T15:02:44Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Kalo lagi war jangan muncul iklan dulu apah,kalo lagi war jangan muncul iklan dulu apah,"['kalo', 'lagi', 'war', 'jangan', 'muncul', 'iklan', 'dulu', 'apah']","['kalau', 'lagi', 'war', 'jangan', 'muncul', 'iklan', 'dulu', 'apah']",Non-Toxic
uAWOMByL83A,@yanuarrofii,Betapa ampas nya si kepin,1,2026-04-20T14:28:45Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Betapa ampas nya si kepin,betapa ampas nya si kepin,"['betapa', 'ampas', 'nya', 'si', 'kepin']","['betapa', 'ampas', 'nya', 'si', 'kepin']",Toxic
uAWOMByL83A,@syahuriachmad834,Seru banget denger jawaban dari onic 😂,1,2026-04-20T14:08:07Z,MPL Indonesia Week 4,ONIC vs TLID | Regular Season Week 4 Day 3 | Game 2 | #MPLIDS17,Seru banget denger jawaban dari onic,seru banget denger jawaban dari onic,"['seru', 'banget', 'denger', 'jawaban', 'dari', 'onic']","['seru', 'banget', 'denger', 'jawaban', 'dari', 'onic']",Non-Toxic
